Num_Acc,date,lat,long,age,grav,sexe,atm,lum,dep,larrout,hour
200500000030,2005-01-13,50.3,2.84,58,4,1,1.0,5,62,50.0,19
200500000093,2005-01-03,49.255,3.094,51,3,2,1.0,1,02,52.0,13
200500000329,2005-01-04,49.086,-1.092,73,2,2,8.0,3,50,54.0,19
200500000342,2005-01-12,49.531,-1.594,54,3,1,1.0,1,50,32.0,15
200500000345,2005-01-02,49.687,-1.454,58,3,1,1.0,1,50,48.0,16
200500000402,2005-01-10,47.419,-0.311,18,3,2,1.0,1,49,60.0,22
200500000403,2005-01-12,47.425,-0.451,56,3,1,1.0,1,49,105.0,15
200500000453,2005-01-03,46.338,-1.309,81,3,1,1.0,1,85,60.0,12
200500000744,2005-01-09,43.678,-0.084,34,3,1,1.0,1,32,70.0,11
200500001035,2005-01-19,49.182,6.648,55,4,1,7.0,1,57,61.0,18
200500001117,2005-01-04,48.786,7.867,81,4,2,1.0,1,67,60.0,9
200500001129,2005-01-04,48.619,7.662,32,4,1,1.0,3,67,69.0,19
200500001159,2005-01-10,47.783,7.369,51,3,1,1.0,5,68,120.0,18
200500001174,2005-01-04,48.837,3.947,71,2,2,7.0,1,51,60.0,15
200500001188,2005-01-29,49.134,3.853,15,2,1,1.0,3,51,41.0,18
200500001213,2005-01-21,48.509,3.455,21,3,2,1.0,1,10,71.0,12
200500001215,2005-01-11,48.524,3.726,16,3,1,1.0,1,10,80.0,8
200500001313,2005-01-11,47.529,6.858,36,4,1,7.0,1,25,60.0,15
200500001338,2005-01-26,47.679,6.506,57,3,1,1.0,1,70,61.0,13
200500001519,2005-01-30,43.064,2.221,71,4,1,1.0,1,11,70.0,14
200500001727,2005-01-03,47.259,1.61,54,3,1,5.0,3,36,50.0,20
200500002018,2005-01-26,47.763,-3.133,59,3,1,1.0,1,56,36.0,15
200500010466,2005-02-16,50.517,3.498,15,4,1,1.0,3,59,37.0,18
200500010479,2005-02-16,50.646,2.82,16,3,1,1.0,1,62,66.0,10
200500010546,2005-02-27,49.361,3.294,6,3,2,1.0,1,02,54.0,16
200500010588,2005-02-23,49.487,1.015,51,4,1,1.0,1,76,90.0,16
200500010688,2005-02-18,47.78,-2.71,48,3,1,1.0,1,56,55.0,17
200500010748,2005-02-01,48.771,-0.053,71,2,1,1.0,1,61,73.0,13
200500010830,2005-02-09,46.596,-0.98,14,3,1,1.0,1,85,60.0,17
200500010983,2005-02-23,45.348,1.756,14,4,1,1.0,1,19,53.0,13
200500011001,2005-02-06,43.723,1.507,42,3,1,1.0,1,31,60.0,12
200500011098,2005-02-20,46.396,5.04,80,4,1,1.0,1,01,58.0,13
200500011181,2005-02-04,45.681,5.895,51,2,1,1.0,1,73,102.0,13
200500011755,2005-02-16,47.115,2.587,36,2,1,1.0,1,18,62.0,17
200500011770,2005-02-07,48.801,1.403,70,4,1,1.0,1,28,72.0,15
200500011873,2005-02-21,43.799,4.423,36,4,1,1.0,1,30,170.0,17
200500012093,2005-03-28,50.485,3.246,65,3,1,1.0,1,59,65.0,17
200500012235,2005-03-20,49.018,1.387,23,4,1,1.0,1,27,71.0,12
200500012244,2005-03-01,49.118,0.457,77,2,1,1.0,1,27,40.0,17
200500012377,2005-03-19,49.494,-1.503,85,3,1,7.0,1,50,60.0,18
200500012416,2005-03-31,47.334,-2.438,13,3,2,1.0,1,44,65.0,16
200500012464,2005-03-26,48.14,0.17,68,4,2,1.0,1,72,60.0,17
200500012570,2005-03-06,43.742,-1.005,79,4,1,1.0,1,40,60.0,12
200500012679,2005-03-16,46.33,-0.58,13,3,1,1.0,1,79,60.0,12
200500012711,2005-03-16,45.587,1.722,63,4,1,1.0,1,19,66.0,14
200500012751,2005-03-30,43.073,0.577,22,3,1,1.0,1,31,40.0,17
200500012810,2005-03-23,43.419,0.053,78,2,2,1.0,1,65,68.0,14
200500012826,2005-03-21,43.509,2.352,11,4,1,1.0,1,81,46.0,12
200500012849,2005-03-21,45.744,4.955,42,4,1,1.0,1,69,75.0,18
200500012903,2005-03-28,44.826,4.81,74,3,1,1.0,1,07,104.0,12
200500012922,2005-03-14,44.517,4.708,78,3,2,1.0,1,26,60.0,14
200500013029,2005-03-21,46.277,6.348,45,3,1,1.0,3,74,80.0,4
200500013039,2005-03-19,45.698,3.223,62,4,1,1.0,1,63,35.0,15
200500013234,2005-03-18,47.78,5.53,14,4,1,1.0,1,52,52.0,17
200500013242,2005-03-07,47.344,4.974,18,3,1,1.0,1,21,90.0,13
200500013325,2005-03-25,47.719,6.844,13,3,1,1.0,1,90,70.0,16
200500013373,2005-03-20,44.54,6.3,52,3,1,1.0,1,05,70.0,9
200500013550,2005-03-05,42.29,9.55,48,1,1,1.0,1,2B,62.0,10
200500013550,2005-03-05,42.29,9.55,49,2,1,1.0,1,2B,62.0,10
200500013550,2005-03-05,42.29,9.55,31,1,1,1.0,1,2B,62.0,10
200500013651,2005-03-11,48.721,1.413,60,4,1,1.0,1,28,67.0,8
200500013717,2005-03-25,44.112,0.354,57,4,1,1.0,1,47,80.0,14
200500013756,2005-03-12,47.398,5.028,47,3,1,4.0,1,21,560.0,14
200500013794,2005-03-22,43.552,1.503,33,4,2,1.0,1,31,85.0,8
200500013897,2005-03-17,49.331,-0.565,47,4,1,1.0,1,14,60.0,13
200500022760,2005-04-25,50.671,1.601,10,3,1,1.0,1,62,58.0,13
200500022765,2005-04-03,50.666,2.328,25,4,1,1.0,1,62,52.0,14
200500022787,2005-04-20,50.097,1.558,11,4,1,8.0,1,80,81.0,11
200500022990,2005-04-11,48.54,-2.21,38,3,1,1.0,1,22,62.0,16
200500023053,2005-04-03,49.188,-0.848,16,2,2,1.0,1,14,68.0,16
200500023139,2005-04-15,47.412,-0.931,10,3,1,1.0,1,49,65.0,17
200500023289,2005-04-20,44.37,0.638,19,4,1,1.0,1,47,60.0,19
200500023335,2005-04-18,45.289,-0.404,18,3,1,1.0,1,17,71.0,15
200500023339,2005-04-29,45.921,-1.329,80,4,1,1.0,1,17,30.0,9
200500023375,2005-04-02,45.96,1.39,10,4,2,1.0,1,87,67.0,19
200500023395,2005-04-14,46.186,2.506,58,3,1,1.0,1,23,70.0,19
200500023414,2005-04-17,43.36,1.54,55,3,1,1.0,1,31,35.0,11
200500023416,2005-04-28,43.274,1.637,59,4,2,1.0,1,31,60.0,16
200500023430,2005-04-03,44.29,2.519,63,3,1,1.0,1,12,97.0,11
200500023463,2005-04-17,43.575,0.322,44,4,1,1.0,1,32,60.0,12
200500023519,2005-04-03,45.744,4.692,56,3,1,1.0,1,69,70.0,18
200500023579,2005-04-26,44.291,4.821,32,4,1,1.0,1,26,76.0,13
200500023607,2005-04-21,45.402,5.425,53,3,1,1.0,1,38,50.0,15
200500023647,2005-04-26,45.494,6.15,21,4,1,1.0,1,73,103.0,15
200500023647,2005-04-26,45.494,6.15,20,4,1,1.0,1,73,103.0,15
200500023692,2005-04-11,45.699,2.997,44,4,1,1.0,1,63,100.0,19
200500023696,2005-04-13,45.544,3.248,19,4,1,1.0,5,63,83.0,21
200500023700,2005-04-29,45.98,3.1,16,3,2,1.0,1,63,60.0,18
200500023757,2005-04-30,48.929,6.642,11,4,1,1.0,1,57,60.0,20
200500023808,2005-04-28,47.98,6.64,13,1,1,1.0,1,88,43.0,18
200500023808,2005-04-28,47.98,6.64,13,3,1,1.0,1,88,43.0,18
200500023845,2005-04-07,48.094,7.32,16,4,2,1.0,1,68,89.0,11
200500023849,2005-04-04,47.883,7.529,26,3,1,1.0,1,68,62.0,17
200500023849,2005-04-04,47.883,7.529,16,4,1,1.0,1,68,62.0,17
200500023852,2005-04-30,47.87,7.351,6,4,1,1.0,1,68,60.0,12
200500023868,2005-04-20,48.864,3.557,62,2,1,1.0,3,51,73.0,5
200500023883,2005-04-24,49.502,4.6,57,3,1,1.0,1,08,42.0,16
200500023994,2005-04-22,47.352,6.358,57,3,1,1.0,1,25,65.0,13
200500024022,2005-04-08,47.719,6.844,13,3,1,1.0,1,90,70.0,15
200500024049,2005-04-22,44.051,6.139,66,3,1,1.0,1,04,143.0,7
200500024110,2005-04-08,43.24,6.07,50,4,1,1.0,1,83,74.0,10
200500024144,2005-04-25,43.665,3.976,12,3,1,1.0,1,34,55.0,14
200500024171,2005-04-06,43.28,3.36,13,3,1,1.0,1,34,101.0,16
200500024183,2005-04-29,43.39,3.46,11,4,1,1.0,1,34,58.0,17
200500024205,2005-04-18,43.52,4.14,11,4,2,1.0,1,30,70.0,16
200500024253,2005-04-07,42.644,2.982,12,3,1,1.0,1,66,54.0,14
200500024272,2005-04-28,42.88,9.34,53,3,1,1.0,1,2B,39.0,9
200500024289,2005-04-10,48.697,1.771,27,4,1,8.0,1,78,43.0,9
200500024300,2005-04-24,48.85,1.89,43,4,1,1.0,1,78,110.0,18
200500024405,2005-04-04,47.596,0.501,74,3,2,1.0,1,37,51.0,13
200500024520,2005-04-03,48.575,2.166,66,3,1,1.0,1,91,50.0,12
200500024578,2005-04-15,43.54,1.35,12,3,1,1.0,1,31,65.0,16
200500024604,2005-04-14,48.541,7.684,13,4,1,1.0,1,67,84.0,17
200500024639,2005-04-05,48.73,2.1,36,4,1,1.0,1,78,90.0,11
200500024670,2005-05-02,50.703,2.778,9,4,1,1.0,1,59,40.0,17
200500024699,2005-05-19,50.505,1.627,76,4,2,1.0,1,62,60.0,11
200500024714,2005-05-25,49.997,2.521,38,4,1,1.0,1,80,50.0,15
200500024759,2005-05-16,49.516,3.525,14,3,1,1.0,1,02,54.0,17
200500024828,2005-05-27,49.403,1.173,63,3,1,7.0,1,76,70.0,14
200500024850,2005-05-07,49.543,0.928,7,4,1,1.0,1,76,60.0,14
200500024886,2005-05-27,48.161,-2.213,60,2,2,1.0,1,35,70.0,19
200500024987,2005-05-08,49.208,-0.793,40,1,1,1.0,1,14,49.0,9
200500024987,2005-05-08,49.208,-0.793,69,2,1,1.0,1,14,49.0,9
200500025063,2005-05-24,47.128,-1.599,48,3,1,1.0,1,44,63.0,15
200500025092,2005-05-16,47.382,-0.441,66,2,1,1.0,1,49,42.0,15
200500025097,2005-05-24,47.428,-0.698,6,3,2,1.0,1,49,51.0,18
200500025107,2005-05-22,47.142,-0.917,13,4,1,1.0,1,49,60.0,17
200500025130,2005-05-17,47.914,-1.066,61,2,1,1.0,1,53,34.0,10
200500025202,2005-05-01,44.711,-0.457,11,3,1,1.0,1,33,60.0,16
200500025219,2005-05-24,44.929,-0.385,10,3,1,1.0,1,33,50.0,20
200500025253,2005-05-18,43.771,-0.423,77,4,1,1.0,1,40,64.0,16
200500025279,2005-05-21,44.349,0.478,14,4,1,1.0,1,47,47.0,17
200500025286,2005-05-28,44.501,0.061,57,4,2,1.0,1,47,60.0,18
200500025399,2005-05-22,46.69,-0.476,7,4,2,1.0,1,79,50.0,11
200500025404,2005-05-16,45.852,1.448,16,3,1,1.0,1,87,72.0,19
200500025430,2005-05-10,43.525,1.407,9,3,1,1.0,1,31,60.0,18
200500025443,2005-05-29,43.172,0.681,14,4,1,1.0,1,31,40.0,17
200500025446,2005-05-18,43.291,0.649,77,3,1,1.0,1,31,100.0,8
200500025464,2005-05-01,43.131,1.174,8,4,1,1.0,1,09,53.0,17
200500025502,2005-05-23,43.707,-0.236,9,4,1,1.0,1,32,65.0,18
200500025591,2005-05-18,46.381,5.18,11,3,1,1.0,1,01,64.0,19
200500025674,2005-05-15,45.088,5.899,28,3,1,1.0,1,38,70.0,15
200500025701,2005-05-29,45.419,5.15,39,4,1,1.0,1,38,60.0,8
200500025726,2005-05-17,46.099,3.941,71,3,1,1.0,1,42,64.0,14
200500025795,2005-05-08,45.833,3.082,9,4,2,1.0,1,63,50.0,18
200500025815,2005-05-26,45.874,2.996,58,4,1,1.0,1,63,50.0,14
200500025881,2005-05-04,49.034,6.822,12,3,1,1.0,1,57,55.0,17
200500025922,2005-05-15,49.338,5.246,61,2,1,1.0,1,55,60.0,13
200500025931,2005-05-01,48.308,6.41,46,4,1,7.0,1,88,60.0,9
200500025931,2005-05-01,48.308,6.41,60,4,1,7.0,1,88,60.0,9
200500025984,2005-05-26,49.04,7.9,72,3,1,1.0,1,67,60.0,14
200500025990,2005-05-27,48.89,7.78,69,2,1,1.0,1,67,35.0,11
200500026005,2005-05-31,47.963,7.301,32,3,2,1.0,1,68,55.0,14
200500026015,2005-05-06,47.822,7.06,39,4,1,1.0,1,68,71.0,13
200500026036,2005-05-22,48.567,3.705,21,1,1,1.0,1,51,64.0,20
200500026043,2005-05-28,48.78,4.879,56,3,1,1.0,1,51,56.0,16
200500026121,2005-05-17,46.569,4.908,15,4,1,1.0,1,71,90.0,8
200500026189,2005-05-27,46.84,6.346,15,4,1,1.0,1,25,60.0,18
200500026189,2005-05-27,46.84,6.346,13,1,1,1.0,1,25,60.0,18
200500026195,2005-05-13,46.976,5.797,55,3,1,1.0,1,39,65.0,18
200500026201,2005-05-30,47.2,5.719,11,4,2,1.0,1,39,45.0,18
200500026277,2005-05-29,44.549,6.28,30,3,1,1.0,1,05,77.0,9
200500026301,2005-05-15,43.881,6.995,76,2,1,1.0,1,06,55.0,14
200500026315,2005-05-23,43.285,6.128,71,4,1,1.0,1,83,80.0,5
200500026375,2005-05-21,43.68,4.024,16,2,1,1.0,3,34,67.0,23
200500026413,2005-05-30,43.45,3.64,52,3,1,1.0,1,34,120.0,12
200500026479,2005-05-31,44.248,3.908,59,4,1,1.0,1,48,52.0,10
200500026494,2005-05-10,42.25,8.74,51,2,1,1.0,1,2A,44.0,15
200500026629,2005-05-25,47.77,2.37,13,4,2,1.0,1,45,60.0,14
200500026746,2005-05-20,47.31,5.118,34,4,1,1.0,1,21,50.0,17
200500026909,2005-05-11,45.213,5.776,64,4,2,1.0,1,38,65.0,17
200500026972,2005-05-12,43.6,5.48,58,4,1,8.0,1,13,70.0,12
200500027020,2005-05-11,43.916,4.808,79,3,1,1.0,1,13,67.0,14
200500037581,2005-06-16,50.535,2.939,50,2,1,1.0,1,59,62.0,15
200500037602,2005-06-17,50.87,2.42,65,4,1,1.0,1,59,68.0,16
200500037602,2005-06-17,50.87,2.42,64,4,2,1.0,1,59,68.0,16
200500037688,2005-06-01,49.984,2.623,83,4,2,1.0,1,80,67.0,15
200500037766,2005-06-14,49.158,2.448,12,4,1,1.0,1,60,32.0,18
200500037790,2005-06-11,49.45,0.85,38,4,1,1.0,1,76,91.0,14
200500037794,2005-06-12,49.463,0.831,77,3,1,1.0,1,76,75.0,11
200500037798,2005-06-30,49.662,0.245,22,3,2,2.0,1,76,56.0,10
200500037812,2005-06-24,49.55,0.96,23,3,1,1.0,1,76,73.0,11
200500037825,2005-06-29,48.786,1.313,22,4,1,1.0,1,27,43.0,19
200500037877,2005-06-07,48.613,-1.9,14,3,1,1.0,1,35,208.0,18
200500037883,2005-06-20,48.539,-1.807,41,3,1,1.0,1,35,70.0,10
200500037917,2005-06-03,48.642,-4.131,11,3,1,1.0,1,29,50.0,18
200500038039,2005-06-01,47.533,-1.636,38,3,1,1.0,1,44,42.0,20
200500038076,2005-06-12,47.36,-0.857,15,3,1,1.0,1,49,56.0,12
200500038079,2005-06-04,47.224,-0.727,14,1,2,1.0,1,49,56.0,19
200500038105,2005-06-08,48.151,-0.415,19,3,2,1.0,1,53,72.0,11
200500038159,2005-06-23,46.742,-1.083,9,3,1,1.0,1,85,77.0,16
200500038170,2005-06-10,46.773,-0.93,20,2,2,1.0,1,85,72.0,17
200500038193,2005-06-16,44.655,-0.358,13,3,1,1.0,1,33,40.0,18
200500038199,2005-06-18,44.649,0.084,70,4,1,1.0,1,33,55.0,10
200500038220,2005-06-27,44.847,-0.082,48,3,1,1.0,3,33,60.0,23
200500038350,2005-06-05,46.207,-0.872,40,3,1,1.0,1,17,61.0,11
200500038381,2005-06-16,46.989,-0.449,13,3,1,1.0,2,79,77.0,21
200500038409,2005-06-02,45.227,1.586,48,3,1,1.0,1,19,73.0,16
200500038434,2005-06-29,43.537,1.402,15,4,1,1.0,1,31,70.0,10
200500038456,2005-06-21,43.401,1.706,66,4,1,1.0,1,31,350.0,16
200500038478,2005-06-10,43.004,1.947,59,3,1,1.0,1,09,40.0,13
200500038500,2005-06-23,44.339,2.105,72,3,1,1.0,1,12,70.0,9
200500038521,2005-06-02,43.85,0.65,17,4,1,1.0,1,32,55.0,19
200500038688,2005-06-04,44.477,4.688,49,4,1,1.0,3,07,60.0,23
200500038743,2005-06-13,44.903,5.903,47,2,1,1.0,1,38,54.0,15
200500038755,2005-06-05,45.343,5.183,9,3,1,1.0,1,38,60.0,18
200500038756,2005-06-02,45.224,5.347,14,4,1,1.0,1,38,65.0,19
200500038765,2005-06-12,45.592,5.611,12,4,1,1.0,1,38,60.0,19
200500038785,2005-06-05,45.77,5.197,51,4,1,1.0,1,38,70.0,12
200500038793,2005-06-22,45.607,4.062,38,3,1,1.0,1,42,70.0,18
200500038805,2005-06-15,45.463,4.688,24,3,1,1.0,1,42,60.0,8
200500038816,2005-06-28,45.597,6.059,65,4,1,1.0,1,73,49.0,9
200500038906,2005-06-28,45.859,3.393,32,4,1,1.0,1,63,58.0,16
200500038968,2005-06-26,49.184,6.071,57,3,1,1.0,1,57,60.0,10
200500038978,2005-06-26,49.254,6.669,60,4,2,1.0,1,57,70.0,12
200500039060,2005-06-27,48.35,6.344,12,4,1,1.0,1,88,70.0,18
200500039102,2005-06-16,48.762,7.395,69,3,2,1.0,1,67,60.0,10
200500039131,2005-06-08,49.047,7.714,55,4,1,1.0,1,67,53.0,13
200500039131,2005-06-08,49.047,7.714,17,4,1,1.0,1,67,53.0,13
200500039142,2005-06-08,47.902,7.222,17,4,1,1.0,1,68,100.0,14
200500039218,2005-06-10,48.447,5.139,18,3,1,1.0,2,52,70.0,22
200500039227,2005-06-22,47.198,5.395,30,3,2,1.0,1,21,75.0,8
200500039260,2005-06-25,47.116,3.995,42,3,1,1.0,1,58,63.0,12
200500039314,2005-06-11,48.255,3.325,10,3,1,1.0,1,89,35.0,19
200500039391,2005-06-01,43.445,5.362,57,3,1,1.0,1,13,50.0,19
200500039442,2005-06-07,44.43,6.02,63,4,1,1.0,1,05,82.0,16
200500039447,2005-06-07,44.896,6.62,17,3,1,1.0,1,05,59.0,13
200500039545,2005-06-24,43.957,5.045,56,2,1,1.0,1,84,65.0,8
200500039556,2005-06-15,43.686,3.978,72,4,1,1.0,1,34,35.0,18
200500039578,2005-06-11,43.249,3.292,19,4,2,1.0,1,34,60.0,15
200500039683,2005-06-14,42.67,2.62,55,4,1,1.0,1,66,52.0,7
200500039685,2005-06-16,42.021,8.732,65,3,1,1.0,1,2A,70.0,9
200500039720,2005-06-01,48.805,1.905,11,4,1,1.0,1,78,90.0,18
200500039759,2005-06-10,49.052,2.497,52,4,1,1.0,1,95,50.0,18
200500039800,2005-06-28,47.868,1.765,27,2,1,1.0,5,45,70.0,1
200500039844,2005-06-18,48.084,1.344,68,3,1,7.0,1,28,70.0,7
200500039863,2005-06-01,46.643,1.058,14,3,1,1.0,1,36,60.0,13
200500039878,2005-06-08,47.164,0.397,20,3,2,1.0,1,37,52.0,17
200500039916,2005-06-03,44.608,-1.103,46,4,1,1.0,1,33,66.0,11
200500039936,2005-06-15,43.585,3.772,56,4,1,1.0,1,34,50.0,15
200500040083,2005-06-17,45.264,5.777,61,4,1,1.0,1,38,65.0,8
200500040634,2005-07-13,49.769,3.337,40,3,1,1.0,1,02,70.0,10
200500040641,2005-07-17,50.021,3.785,60,2,1,1.0,1,02,52.0,10
200500040660,2005-07-22,49.633,2.38,45,3,1,1.0,1,60,67.0,15
200500040677,2005-07-10,49.303,2.921,50,4,1,1.0,1,60,56.0,14
200500040803,2005-07-17,48.56,-3.184,65,1,1,7.0,1,22,55.0,19
200500040809,2005-07-08,48.683,-3.526,58,3,1,1.0,1,22,55.0,19
200500040817,2005-07-28,47.923,-3.963,65,3,1,1.0,1,29,90.0,12
200500040918,2005-07-25,49.479,-1.624,13,3,1,1.0,1,50,61.0,18
200500040918,2005-07-25,49.479,-1.624,10,1,1,1.0,1,50,61.0,18
200500040939,2005-07-01,48.595,-1.156,14,3,2,2.0,1,50,45.0,18
200500040960,2005-07-27,48.802,-0.553,60,3,1,1.0,1,61,94.0,15
200500041012,2005-07-06,47.463,-0.655,61,4,1,1.0,3,49,70.0,0
200500041013,2005-07-10,47.381,-0.649,51,4,2,1.0,1,49,60.0,10
200500041040,2005-07-07,47.227,-0.061,43,3,2,1.0,1,49,90.0,11
200500041059,2005-07-20,48.456,-0.831,55,1,1,1.0,1,53,42.0,21
200500041102,2005-07-25,46.46,-1.16,79,3,2,1.0,1,85,60.0,20
200500041104,2005-07-30,46.33,-0.94,10,3,1,1.0,1,85,60.0,17
200500041228,2005-07-20,43.645,-1.427,38,2,1,1.0,1,40,50.0,19
200500041228,2005-07-20,43.645,-1.427,10,4,1,1.0,1,40,50.0,19
200500041268,2005-07-02,43.231,-0.189,62,3,1,7.0,1,64,62.0,18
200500041303,2005-07-03,46.58,0.65,50,4,2,1.0,1,86,63.0,17
200500041325,2005-07-02,45.629,0.34,53,3,1,1.0,1,16,75.0,17
200500041325,2005-07-02,45.629,0.34,51,4,1,1.0,1,16,75.0,17
200500041454,2005-07-08,43.461,1.266,75,3,1,1.0,1,31,30.0,11
200500041460,2005-07-03,43.354,0.828,62,3,1,1.0,1,31,60.0,11
200500041492,2005-07-20,43.855,2.838,75,3,1,1.0,2,12,29.0,20
200500041533,2005-07-17,42.835,0.31,21,4,1,1.0,1,65,63.0,18
200500041539,2005-07-19,43.716,2.357,47,3,1,1.0,1,81,59.0,11
200500041662,2005-07-14,44.765,4.15,60,3,2,1.0,1,07,45.0,14
200500041760,2005-07-07,45.328,4.524,44,3,1,1.0,1,42,78.0,8
200500041763,2005-07-12,45.535,4.376,62,3,1,1.0,1,42,70.0,9
200500041802,2005-07-18,45.654,6.359,61,3,1,1.0,1,73,70.0,12
200500041858,2005-07-12,46.26,6.84,27,3,1,1.0,2,74,62.0,20
200500041873,2005-07-21,45.52,3.75,54,4,1,1.0,1,63,69.0,18
200500041878,2005-07-21,45.56,3.66,49,4,1,1.0,1,63,69.0,11
200500041882,2005-07-15,45.534,2.557,8,3,1,1.0,1,63,58.0,10
200500041911,2005-07-22,46.15,3.141,12,4,1,1.0,1,03,50.0,20
200500042079,2005-07-10,48.179,7.113,10,3,1,1.0,1,68,60.0,13
200500042100,2005-07-15,47.851,7.279,42,4,1,1.0,1,68,75.0,11
200500042101,2005-07-28,47.864,7.26,73,3,1,1.0,1,68,65.0,20
200500042165,2005-07-22,48.41,4.17,10,4,1,1.0,1,10,60.0,17
200500042221,2005-07-25,47.45,4.496,11,4,1,1.0,1,21,50.0,18
200500042343,2005-07-22,46.679,5.915,41,2,2,1.0,1,39,61.0,21
200500042369,2005-07-03,47.708,6.685,73,3,1,1.0,1,70,80.0,16
200500042585,2005-07-10,43.342,3.534,15,3,2,1.0,1,34,75.0,10
200500042701,2005-07-23,41.501,8.954,55,3,1,1.0,1,2A,63.0,8
200500042739,2005-07-13,48.816,1.851,80,2,1,1.0,1,78,64.0,14
200500042739,2005-07-13,48.816,1.851,74,3,1,1.0,1,78,64.0,14
200500042801,2005-07-01,47.699,1.773,37,3,1,1.0,1,45,73.0,15
200500042879,2005-07-18,47.591,0.777,19,3,1,1.0,1,37,74.0,11
200500042935,2005-07-08,45.624,1.433,57,2,1,1.0,1,87,73.0,13
200500043027,2005-07-24,43.567,5.354,33,4,1,1.0,1,13,82.0,10
200500043173,2005-07-18,47.505,-2.839,51,4,1,1.0,1,56,59.0,11
200500043200,2005-07-18,48.645,7.709,52,3,1,1.0,1,67,60.0,7
200500043297,2005-07-09,47.344,5.938,17,3,1,1.0,1,25,45.0,13
200500047898,2005-08-11,50.36,2.79,67,3,1,1.0,1,62,75.0,9
200500047901,2005-08-01,50.815,1.61,59,3,2,1.0,1,62,41.0,16
200500047934,2005-08-17,50.307,1.644,46,4,2,1.0,1,80,73.0,17
200500047968,2005-08-04,49.364,1.768,16,3,2,1.0,1,60,62.0,15
200500047979,2005-08-29,49.32,2.39,45,3,1,1.0,2,60,75.0,7
200500047996,2005-08-03,49.188,2.49,80,4,1,1.0,1,60,60.0,10
200500048045,2005-08-19,49.397,1.386,15,4,1,1.0,1,27,34.0,16
200500048056,2005-08-22,49.212,1.084,48,3,1,1.0,1,27,56.0,14
200500048056,2005-08-22,49.212,1.084,38,3,1,1.0,1,27,56.0,14
200500048091,2005-08-28,48.606,-1.711,69,3,1,1.0,1,35,60.0,10
200500048103,2005-08-06,48.458,-2.513,63,3,1,1.0,1,22,72.0,15
200500048133,2005-08-10,47.932,-4.326,16,2,1,1.0,1,29,70.0,14
200500048141,2005-08-18,47.818,-4.348,79,3,2,1.0,1,29,65.0,10
200500048180,2005-08-04,49.149,-0.146,20,4,1,1.0,1,14,51.0,17
200500048212,2005-08-08,48.718,-1.059,70,3,1,1.0,1,50,63.0,11
200500048216,2005-08-29,49.557,-1.67,13,3,2,1.0,1,50,56.0,11
200500048293,2005-08-05,47.492,-2.151,56,2,1,1.0,1,44,61.0,7
200500048301,2005-08-02,47.317,-0.586,16,4,1,1.0,1,49,38.0,18
200500048390,2005-08-04,46.848,-1.876,56,3,2,1.0,1,85,71.0,19
200500048506,2005-08-14,44.309,0.342,41,2,1,1.0,1,47,46.0,9
200500048511,2005-08-02,44.529,0.097,57,3,2,1.0,1,47,45.0,16
200500048650,2005-08-30,45.174,1.563,88,3,1,1.0,1,19,47.0,9
200500048717,2005-08-11,43.87,-0.102,15,4,1,1.0,1,32,71.0,18
200500048797,2005-08-27,45.696,4.44,74,3,2,1.0,1,69,75.0,11
200500048809,2005-08-23,46.237,4.488,62,4,2,1.0,1,69,51.0,19
200500048834,2005-08-05,45.815,5.778,26,2,1,1.0,1,01,65.0,17
200500048855,2005-08-27,44.479,4.689,55,4,1,1.0,1,07,64.0,8
200500048856,2005-08-09,44.554,4.411,41,3,1,1.0,1,07,107.0,9
200500048868,2005-08-17,44.409,4.13,44,3,1,1.0,1,07,71.0,13
200500048933,2005-08-29,45.394,5.184,57,4,2,1.0,1,38,50.0,15
200500048955,2005-08-14,45.419,4.072,46,3,1,1.0,1,42,68.0,9
200500048979,2005-08-13,45.654,6.171,7,4,2,1.0,1,73,50.0,11
200500049106,2005-08-12,45.114,4.11,28,3,1,1.0,1,43,40.0,19
200500049170,2005-08-23,49.253,5.068,14,3,1,1.0,1,55,76.0,19
200500049207,2005-08-20,48.531,7.5,56,3,1,1.0,1,67,90.0,11
200500049250,2005-08-18,47.583,7.474,73,3,1,1.0,1,68,75.0,13
200500049250,2005-08-18,47.583,7.474,45,1,1,1.0,1,68,75.0,13
200500049302,2005-08-09,48.515,3.889,72,3,1,1.0,1,10,68.0,11
200500049441,2005-08-23,46.95,5.78,14,2,1,1.0,1,39,90.0,18
200500049452,2005-08-04,47.704,6.628,82,3,2,1.0,1,70,104.0,9
200500049478,2005-08-12,43.641,4.795,74,3,1,1.0,1,13,70.0,8
200500049512,2005-08-19,43.915,5.715,58,3,1,1.0,1,04,30.0,18
200500049556,2005-08-08,44.29,6.9,43,4,1,1.0,1,06,46.0,12
200500049673,2005-08-12,43.393,3.501,30,3,1,1.0,1,34,74.0,15
200500049713,2005-08-20,43.538,4.139,71,4,1,1.0,1,30,60.0,10
200500049715,2005-08-26,43.524,4.142,64,3,2,1.0,1,30,60.0,8
200500049752,2005-08-30,44.744,3.289,69,2,1,1.0,1,48,102.0,14
200500049798,2005-08-04,42.597,9.366,48,4,1,1.0,1,2B,70.0,9
200500049892,2005-08-09,47.156,2.864,31,2,1,1.0,1,18,70.0,8
200500049895,2005-08-06,46.958,2.349,56,3,1,1.0,1,18,61.0,18
